"%Acm. Venda";"Comprador : Produto";"Código Produto";"Embalagem Unitária";"Venda Quantidade";"Unitário Médio";"Venda Valor";"Venda % Partic.";"Promoções Valor Venda";"Promoc. % Partic.";"% Partic. Prom./Vda.";"Lucratividade Unit.";"Lucratividade Valor";"Lucrat. % Partic.";"Lucrat. Marg %";"% Mark Up";"% Mark Down";"Custo Bruto";"Custo Líquido";"Despesa Venda";"Compror";"Comissão";"Impostos Venda";"Valor IBS  Municipal";"Valor IBS  Estadual";"Valor CBS";"Valor IS";"Contribuição Valor";"Contrib. % Partic.";"Contrib. Marg %*";"Peso Bruto";"Peso Brt %Partic.";"Peso Líquido";"Volume M ³";"Valor Venda Por M³";"Custo Fiscal Unit.";"Custo Fiscal Total (Estq)";"Custo Fiscal Total";"Despesa Fixa";"Desconto Fixo";"Vlr Descto Fora de NF"
"72,94";"ROBERTO : GELATINA KODILAR ZERO 12g UVA";"9016";"UN 1";"1,000";"2,99";"2,99";"0,00";"0,00";"0,00";"0,00";"0,75";"0,75";"0,00";"25,08";"76,92";"43,48";"1,69";"1,48";"0,00";"0,00";"0,00";"0,77";"0,00";"0,00";"0,00";"0,00";"0,75";"0,00";"33,73";"0,020";"0,00";"0,000";"0,000";"0,000";"1,48";"19,18";"1,48";"0,00";"0,00";"0,00"
"72,94";"ROBERTO : GELATINA LOWÇUCAR ZERO 10G ABACAXI";"7045";"UN 1";"1,000";"4,99";"4,99";"0,00";"0,00";"0,00";"0,00";"1,60";"1,60";"0,00";"32,06";"88,30";"46,89";"2,65";"2,12";"0,00";"0,00";"0,00";"1,28";"0,00";"0,00";"0,00";"0,00";"1,60";"0,00";"43,11";"0,019";"0,00";"0,010";"0,000";"0,000";"2,50";"42,58";"2,50";"0,00";"0,00";"0,00"
"72,94";"ROBERTO : GELATINA NATURAL LIFE 12G MORANGO/LINHACA";"8986";"UN 1";"1,000";"2,99";"2,99";"0,00";"0,00";"0,00";"0,00";"0,63";"0,63";"0,00";"21,07";"50,25";"33,44";"1,99";"1,59";"0,00";"0,00";"0,00";"0,77";"0,00";"0,00";"0,00";"0,00";"0,63";"0,00";"28,34";"0,020";"0,00";"0,000";"0,000";"0,000";"1,62";"50,35";"1,62";"0,00";"0,00";"0,00"
"72,94";"ROBERTO : GELATINA ROYAL 25g MORANGO";"6180";"UN 1";"2,000";"2,99";"5,98";"0,00";"0,00";"0,00";"0,00";"0,88";"1,75";"0,00";"29,26";"76,92";"43,48";"3,38";"2,70";"0,00";"0,00";"0,00";"1,53";"0,00";"0,00";"0,00";"0,00";"1,75";"0,00";"39,35";"0,054";"0,00";"0,000";"0,000";"0,000";"1,35";"0,00";"2,70";"0,00";"0,00";"0,00"
"72,94";"ROBERTO : GELATINA ROYAL 25g UVA";"6243";"UN 1";"2,000";"2,99";"5,98";"0,00";"0,00";"0,00";"0,00";"0,88";"1,75";"0,00";"29,26";"76,92";"43,48";"3,38";"2,70";"0,00";"0,00";"0,00";"1,53";"0,00";"0,00";"0,00";"0,00";"1,75";"0,00";"39,35";"0,054";"0,00";"0,000";"0,000";"0,000";"1,35";"9,45";"2,70";"0,00";"0,00";"0,00"
"72,95";"ROBERTO : GELATINA ROYAL SEM SABOR 24g INCOLOR";"5524";"UN 1";"1,000";"11,99";"11,99";"0,01";"0,00";"0,00";"0,00";"2,56";"2,56";"0,01";"21,35";"50,63";"33,61";"7,96";"6,36";"0,00";"0,00";"0,00";"3,07";"0,00";"0,00";"0,00";"0,00";"2,56";"0,01";"28,70";"0,027";"0,00";"0,000";"0,000";"0,000";"6,38";"102,11";"6,38";"0,00";"0,00";"0,00"
"72,96";"ROBERTO : GELATINA ROYAL ZERO 12g MORANGO";"6066";"UN 1";"2,000";"4,99";"9,98";"0,01";"0,00";"0,00";"0,00";"1,04";"2,08";"0,01";"20,84";"49,18";"32,97";"6,69";"5,34";"0,00";"0,00";"0,00";"2,56";"0,00";"0,00";"0,00";"0,00";"2,08";"0,01";"28,02";"0,026";"0,00";"0,000";"0,000";"0,000";"2,67";"0,00";"5,34";"0,00";"0,00";"0,00"
"72,96";"ROBERTO : GELATINA ROYAL ZERO 12g UVA";"6073";"UN 1";"1,000";"4,99";"4,99";"0,00";"0,00";"0,00";"0,00";"0,37";"0,37";"0,00";"7,41";"48,96";"32,87";"3,35";"3,35";"0,00";"0,00";"0,00";"1,28";"0,00";"0,00";"0,00";"0,00";"0,37";"0,00";"9,97";"0,013";"0,00";"0,000";"0,000";"0,000";"3,35";"6,69";"3,35";"0,00";"0,00";"0,00"
"72,96";"ROBERTO : GELATINA SOL 20g ABACAXI";"8285";"UN 1";"4,000";"1,79";"7,16";"0,00";"0,00";"0,00";"0,00";"0,48";"1,92";"0,01";"26,82";"63,47";"38,83";"4,38";"3,42";"0,00";"0,00";"0,00";"1,82";"0,00";"0,00";"0,00";"0,00";"1,92";"0,01";"35,98";"0,116";"0,00";"0,080";"0,001";"7.160,000";"1,10";"21,91";"4,38";"0,00";"0,00";"0,00"
"72,96";"ROBERTO : GELATINA SOL 20g AMORA";"8297";"UN 1";"4,000";"1,79";"7,16";"0,00";"0,00";"0,00";"0,00";"0,46";"1,84";"0,01";"25,70";"67,68";"40,36";"4,27";"3,50";"0,00";"0,00";"0,00";"1,82";"0,00";"0,00";"0,00";"0,00";"1,84";"0,01";"34,48";"0,116";"0,00";"0,080";"0,001";"7.160,000";"0,87";"11,37";"3,50";"0,00";"0,00";"0,00"
"72,97";"ROBERTO : GELATINA SOL 20g CEREJA";"8290";"UN 1";"10,000";"1,79";"17,90";"0,01";"0,00";"0,00";"0,00";"0,46";"4,59";"0,01";"25,64";"67,76";"40,39";"10,67";"8,75";"0,00";"0,00";"0,00";"4,56";"0,00";"0,00";"0,00";"0,00";"4,59";"0,01";"34,41";"0,290";"0,00";"0,200";"0,002";"8.950,000";"0,87";"83,99";"8,75";"0,00";"0,00";"0,00"
"72,98";"ROBERTO : GELATINA SOL 20g FRAMBOESA";"8287";"UN 1";"5,000";"1,79";"8,95";"0,01";"0,00";"0,00";"0,00";"0,46";"2,30";"0,01";"25,70";"67,92";"40,45";"5,33";"4,38";"0,00";"0,00";"0,00";"2,28";"0,00";"0,00";"0,00";"0,00";"2,30";"0,01";"34,48";"0,145";"0,00";"0,100";"0,001";"8.950,000";"0,87";"40,25";"4,37";"0,00";"0,00";"0,00"
"72,98";"ROBERTO : GELATINA SOL 20g MARACUJÁ";"8296";"UN 1";"1,000";"1,79";"1,79";"0,00";"0,00";"0,00";"0,00";"0,46";"0,46";"0,00";"25,70";"67,29";"40,22";"1,07";"0,87";"0,00";"0,00";"0,00";"0,46";"0,00";"0,00";"0,00";"0,00";"0,46";"0,00";"34,48";"0,029";"0,00";"0,020";"0,000";"0,000";"0,87";"35,87";"0,87";"0,00";"0,00";"0,00"
"72,99";"ROBERTO : GELATINA SOL 20g MORANGO";"8280";"UN 1";"6,000";"1,79";"10,74";"0,01";"0,00";"0,00";"0,00";"0,46";"2,75";"0,01";"25,61";"67,81";"40,41";"6,40";"5,25";"0,00";"0,00";"0,00";"2,74";"0,00";"0,00";"0,00";"0,00";"2,75";"0,01";"34,36";"0,174";"0,00";"0,120";"0,001";"10.740,000";"0,87";"23,62";"5,25";"0,00";"0,00";"0,00"
"73,00";"ROBERTO : GELATINA SOL 20g UVA";"8282";"UN 1";"7,000";"1,79";"12,53";"0,01";"0,00";"0,00";"0,00";"0,46";"3,21";"0,01";"25,62";"67,74";"40,38";"7,47";"6,12";"0,00";"0,00";"0,00";"3,19";"0,00";"0,00";"0,00";"0,00";"3,21";"0,01";"34,38";"0,203";"0,00";"0,140";"0,001";"12.530,000";"0,87";"17,50";"6,12";"0,00";"0,00";"0,00"
"73,01";"ROBERTO : GELATINA SOL S/SABOR 12g INCOLOR";"8155";"UN 1";"3,000";"3,99";"11,97";"0,01";"0,00";"0,00";"0,00";"0,94";"2,81";"0,01";"23,48";"53,46";"34,84";"7,80";"6,09";"0,00";"0,00";"0,00";"3,07";"0,00";"0,00";"0,00";"0,00";"2,81";"0,01";"31,56";"0,045";"0,00";"0,036";"0,001";"11.970,000";"2,05";"160,08";"6,16";"0,00";"0,00";"0,00"
"73,03";"ROBERTO : GELEIA DE MOCOTÓ BALATORE 250g TRADICIONAL";"7535";"UN 1";"2,000";"11,99";"23,98";"0,02";"0,00";"0,00";"0,00";"2,62";"5,24";"0,01";"21,85";"48,39";"32,61";"16,16";"12,60";"0,00";"0,00";"0,00";"6,14";"0,00";"0,00";"0,00";"0,00";"5,24";"0,01";"29,37";"0,522";"0,01";"0,420";"0,001";"23.980,000";"6,19";"37,15";"12,38";"0,00";"0,00";"0,00"
"73,03";"ROBERTO : GOIABADA PREDILECTA 300g";"9428";"UN 1";"1,000";"4,99";"4,99";"0,00";"5,89";"0,00";"118,04";"0,17";"0,17";"0,00";"3,41";"31,32";"23,85";"3,80";"3,54";"0,00";"0,00";"0,00";"1,28";"0,00";"0,00";"0,00";"0,00";"0,17";"0,00";"4,58";"0,315";"0,00";"0,300";"0,000";"0,000";"3,48";"45,22";"3,48";"0,00";"0,00";"0,00"
"73,04";"ROBERTO : GOMA MENTOS 8,5g COLL WHITE RASB";"7319";"UN 1";"5,000";"2,49";"12,45";"0,01";"0,00";"0,00";"0,00";"0,63";"3,16";"0,01";"25,38";"63,17";"38,71";"7,63";"6,10";"0,00";"0,00";"0,00";"3,19";"0,00";"0,00";"0,00";"0,00";"3,16";"0,01";"34,14";"0,050";"0,00";"0,000";"0,000";"0,000";"1,22";"215,95";"6,10";"0,00";"0,00";"0,00"
"73,04";"ROBERTO : GOMA MENTOS 8,5g COOL WHITE FRES";"7323";"UN 1";"1,000";"2,49";"2,49";"0,00";"0,00";"0,00";"0,00";"0,63";"0,63";"0,00";"25,30";"62,75";"38,55";"1,53";"1,22";"0,00";"0,00";"0,00";"0,64";"0,00";"0,00";"0,00";"0,00";"0,63";"0,00";"34,03";"0,010";"0,00";"0,000";"0,000";"0,000";"1,25";"390,00";"1,25";"0,00";"0,00";"0,00"
"73,04";"ROBERTO : GOMA MENTOS 8,5g FRUTI MORANGO";"7311";"UN 1";"1,000";"2,49";"2,49";"0,00";"0,00";"0,00";"0,00";"0,63";"0,63";"0,00";"25,30";"62,75";"38,55";"1,53";"1,22";"0,00";"0,00";"0,00";"0,64";"0,00";"0,00";"0,00";"0,00";"0,63";"0,00";"34,03";"0,010";"0,00";"0,000";"0,000";"0,000";"1,22";"262,91";"1,22";"0,00";"0,00";"0,00"
"73,04";"ROBERTO : GOMA MENTOS 8,5g MINT";"7313";"UN 1";"3,000";"2,38";"7,13";"0,00";"0,00";"0,00";"0,00";"0,55";"1,64";"0,00";"23,00";"55,68";"35,76";"4,58";"3,66";"0,00";"0,00";"0,00";"1,83";"0,00";"0,00";"0,00";"0,00";"1,64";"0,00";"30,94";"0,030";"0,00";"0,000";"0,000";"0,000";"1,22";"236,78";"3,66";"0,00";"0,00";"0,00"
"73,05";"ROBERTO : GOMA MENTOS 8,5g SPEARMINT";"7316";"UN 1";"4,000";"2,49";"9,96";"0,01";"0,00";"0,00";"0,00";"0,63";"2,52";"0,01";"25,30";"62,75";"38,55";"6,12";"4,89";"0,00";"0,00";"0,00";"2,55";"0,00";"0,00";"0,00";"0,00";"2,52";"0,01";"34,03";"0,040";"0,00";"0,000";"0,000";"0,000";"1,22";"221,12";"4,89";"0,00";"0,00";"0,00"
"73,05";"ROBERTO : GOMA MENTOS PURE FRESH STICK 16g MINT";"7396";"UN 1";"1,000";"3,43";"3,43";"0,00";"0,00";"0,00";"0,00";"0,63";"0,63";"0,00";"18,37";"42,92";"30,03";"2,40";"1,92";"0,00";"0,00";"0,00";"0,88";"0,00";"0,00";"0,00";"0,00";"0,63";"0,00";"24,71";"0,018";"0,00";"0,000";"0,000";"0,000";"1,92";"159,08";"1,92";"0,00";"0,00";"0,00"
"73,06";"ROBERTO : GRANOLA JASMINE 250g CEREAIS MALTADO";"7836";"UN 1";"1,000";"14,99";"14,99";"0,01";"0,00";"0,00";"0,00";"2,07";"2,07";"0,01";"13,81";"49,75";"33,22";"10,01";"9,08";"0,00";"0,00";"0,00";"3,84";"0,00";"0,00";"0,00";"0,00";"2,07";"0,01";"18,56";"0,263";"0,00";"0,000";"0,000";"0,000";"7,79";"70,14";"7,79";"0,00";"0,00";"0,00"
"73,10";"ROBERTO : GRANOLA JASMINE ZERO AÇÚCAR 250g TRADICIONAL";"19012";"UN 1";"4,000";"14,99";"59,96";"0,04";"0,00";"0,00";"0,00";"2,07";"8,28";"0,02";"13,81";"49,75";"33,22";"40,04";"36,33";"0,00";"0,00";"0,00";"15,35";"0,00";"0,00";"0,00";"0,00";"8,28";"0,02";"18,56";"1,040";"0,01";"0,000";"0,000";"0,000";"9,08";"45,42";"36,33";"0,00";"0,00";"0,00"
"73,11";"ROBERTO : GRANOLA NATURA LIFE 300G BAN/CAN";"8857";"UN 1";"1,000";"10,99";"10,99";"0,01";"12,99";"0,01";"118,20";"2,31";"2,31";"0,01";"21,02";"49,73";"33,21";"7,34";"5,86";"0,00";"0,00";"0,00";"2,81";"0,00";"0,00";"0,00";"0,00";"2,31";"0,01";"28,25";"0,315";"0,00";"0,000";"0,000";"0,000";"5,95";"214,13";"5,95";"0,00";"0,00";"0,00"
"73,12";"ROBERTO : GRANOLA NATURAL LIFE C/CASTANH 300G";"8461";"UN 1";"2,000";"10,99";"21,98";"0,01";"25,98";"0,02";"118,20";"1,48";"2,95";"0,01";"13,42";"30,99";"23,66";"16,78";"13,40";"0,00";"0,00";"0,00";"5,63";"0,00";"0,00";"0,00";"0,00";"2,95";"0,01";"18,04";"0,634";"0,01";"0,000";"0,000";"0,000";"7,10";"291,19";"14,20";"0,00";"0,00";"0,00"
"73,14";"ROBERTO : GRANOLA NATURAL LIFE CASEIRA 1KG";"8516";"UN 1";"1,000";"34,99";"34,99";"0,02";"0,00";"0,00";"0,00";"8,44";"8,44";"0,02";"24,12";"58,76";"37,01";"22,04";"17,60";"0,00";"0,00";"0,00";"8,95";"0,00";"0,00";"0,00";"0,00";"8,44";"0,02";"32,42";"0,000";"0,00";"0,000";"0,000";"0,000";"20,32";"284,52";"20,32";"0,00";"0,00";"0,00"
"73,18";"ROBERTO : GRANOLA NATURAL LIFE CASEIRA 300G";"8521";"UN 1";"5,000";"11,79";"58,95";"0,04";"64,95";"0,04";"110,18";"2,91";"14,55";"0,04";"24,68";"60,63";"37,74";"36,70";"29,31";"0,00";"0,00";"0,00";"15,09";"0,00";"0,00";"0,00";"0,00";"14,55";"0,04";"33,17";"1,590";"0,02";"0,000";"0,000";"0,000";"5,91";"224,58";"29,55";"0,00";"0,00";"0,00"
"73,19";"ROBERTO : GRANOLA NATURAL LIFE LIGHT 300g TRADICIONAL";"8470";"UN 1";"2,000";"10,99";"21,98";"0,01";"25,98";"0,02";"118,20";"2,32";"4,63";"0,01";"21,06";"49,73";"33,21";"14,68";"11,72";"0,00";"0,00";"0,00";"5,63";"0,00";"0,00";"0,00";"0,00";"4,63";"0,01";"28,31";"0,630";"0,01";"0,000";"0,000";"0,000";"5,93";"142,31";"11,86";"0,00";"0,00";"0,00"
"73,20";"ROBERTO : GRÃO BICO SIAMAR 400g ";"15131";"UN 1";"1,000";"9,99";"9,99";"0,01";"0,00";"0,00";"0,00";"2,87";"2,87";"0,01";"28,73";"65,12";"39,44";"6,05";"5,32";"0,00";"0,00";"0,00";"1,80";"0,00";"0,00";"0,00";"0,00";"2,87";"0,01";"35,04";"0,412";"0,01";"0,000";"0,000";"0,000";"5,34";"213,46";"5,34";"0,00";"0,00";"0,00"
"73,21";"ROBERTO : GUARDA CHUVA KIDOÇURA 56g";"3458";"UN 1";"1,000";"7,99";"7,99";"0,01";"0,00";"0,00";"0,00";"2,74";"2,74";"0,01";"34,29";"65,08";"39,42";"4,84";"4,51";"0,00";"0,00";"0,00";"0,74";"0,00";"0,00";"0,00";"0,00";"2,74";"0,01";"37,79";"0,075";"0,00";"0,000";"0,000";"0,000";"4,58";"18,33";"4,58";"0,00";"0,00";"0,00"
"73,21";"ROBERTO : IO-IO CREME MIX CHOC AO LEITE 41,9g";"1871";"UN 1";"1,000";"4,84";"4,84";"0,00";"0,00";"0,00";"0,00";"1,68";"1,68";"0,00";"34,71";"61,87";"38,22";"2,99";"2,71";"0,00";"0,00";"0,00";"0,45";"0,00";"0,00";"0,00";"0,00";"1,68";"0,00";"38,25";"0,052";"0,00";"0,000";"0,000";"0,000";"2,72";"38,08";"2,72";"0,00";"0,00";"0,00"
"73,23";"ROBERTO : KETCHUP CEPÊRA SQZ 1,01Kg ORIGINAL";"6495";"UN 1";"2,000";"14,99";"29,98";"0,02";"0,00";"0,00";"0,00";"3,25";"6,49";"0,02";"21,65";"51,41";"33,96";"19,80";"15,81";"0,00";"0,00";"0,00";"7,67";"0,00";"0,00";"0,00";"0,00";"6,49";"0,02";"29,09";"2,150";"0,03";"2,200";"0,002";"14.990,000";"8,07";"112,92";"16,13";"0,00";"0,00";"0,00"
"73,24";"ROBERTO : KETCHUP CEPÊRA SQZ 370g ZERO AÇÚCAR";"4380";"UN 1";"1,000";"19,99";"19,99";"0,01";"0,00";"0,00";"0,00";"4,65";"4,65";"0,01";"23,26";"48,18";"32,52";"13,49";"13,49";"0,00";"0,00";"0,00";"1,85";"0,00";"0,00";"0,00";"0,00";"4,65";"0,01";"25,63";"0,419";"0,01";"0,370";"0,001";"19.990,000";"13,49";"80,94";"13,49";"0,00";"0,00";"0,00"
"73,26";"ROBERTO : KETCHUP FUGINI SC/BICO 180g ORIGINAL";"4409";"UN 1";"8,000";"2,99";"23,92";"0,02";"0,00";"0,00";"0,00";"0,92";"7,39";"0,02";"30,89";"55,43";"35,66";"15,39";"14,32";"0,00";"0,00";"0,00";"2,21";"0,00";"0,00";"0,00";"0,00";"7,39";"0,02";"34,04";"1,520";"0,02";"0,000";"0,000";"0,000";"1,79";"34,01";"14,32";"0,00";"0,00";"0,00"
"73,29";"ROBERTO : KETCHUP HEINZ 1,033Kg";"1927";"UN 1";"2,000";"21,99";"43,98";"0,03";"0,00";"0,00";"0,00";"7,02";"14,04";"0,04";"31,92";"84,79";"45,88";"23,80";"18,68";"0,00";"0,00";"0,00";"11,26";"0,00";"0,00";"0,00";"0,00";"14,04";"0,04";"42,90";"2,164";"0,03";"2,060";"0,003";"14.660,000";"9,92";"525,89";"19,85";"0,00";"0,00";"0,00"
"73,30";"ROBERTO : KETCHUP HEINZ 397g PICANTE";"2097";"UN 1";"1,000";"17,99";"17,99";"0,01";"0,00";"0,00";"0,00";"5,81";"5,81";"0,02";"32,30";"55,22";"35,58";"11,59";"10,52";"0,00";"0,00";"0,00";"1,66";"0,00";"0,00";"0,00";"0,00";"5,81";"0,02";"35,59";"0,436";"0,01";"0,397";"0,001";"17.990,000";"10,98";"219,55";"10,98";"0,00";"0,00";"0,00"
"73,31";"ROBERTO : KETCHUP HEINZ 397g PICLES";"2099";"UN 1";"1,000";"17,99";"17,99";"0,01";"0,00";"0,00";"0,00";"5,81";"5,81";"0,02";"32,30";"55,22";"35,58";"11,59";"10,52";"0,00";"0,00";"0,00";"1,66";"0,00";"0,00";"0,00";"0,00";"5,81";"0,02";"35,59";"0,436";"0,01";"0,397";"0,001";"17.990,000";"10,58";"0,00";"10,58";"0,00";"0,00";"0,00"
"73,35";"ROBERTO : KETCHUP HEINZ TRADICIONAL 397g";"1887";"UN 1";"3,000";"17,99";"53,97";"0,04";"0,00";"0,00";"0,00";"7,71";"23,14";"0,06";"42,88";"108,86";"52,12";"25,84";"25,84";"0,00";"0,00";"0,00";"4,99";"0,00";"0,00";"0,00";"0,00";"23,14";"0,06";"47,25";"1,311";"0,02";"1.191,000";"0,002";"26.985,000";"8,27";"628,27";"24,80";"0,00";"0,00";"0,00"
"73,45";"ROBERTO : KETCHUP HEMMER TRADICIONAL 750g";"1939";"UN 1";"11,000";"12,93";"142,22";"0,10";"163,79";"0,11";"115,17";"4,96";"54,57";"0,15";"38,37";"76,17";"43,24";"80,73";"51,25";"0,00";"0,00";"0,00";"36,41";"0,00";"0,00";"0,00";"0,00";"54,57";"0,15";"51,57";"8,866";"0,11";"8,250";"0,016";"8.888,750";"12,21";"390,71";"134,31";"0,00";"0,00";"0,00"
"73,47";"ROBERTO : KETCHUP QUERO 400g";"2026";"UN 1";"3,000";"8,99";"26,97";"0,02";"0,00";"0,00";"0,00";"3,63";"10,89";"0,03";"40,38";"80,16";"44,49";"14,97";"13,59";"0,00";"0,00";"0,00";"2,49";"0,00";"0,00";"0,00";"0,00";"10,89";"0,03";"44,49";"1,275";"0,02";"1,200";"0,002";"13.485,000";"5,07";"0,00";"15,22";"0,00";"0,00";"0,00"
"73,48";"ROBERTO : KETCHUP SIAMAR 190g";"15142";"UN 1";"3,000";"4,99";"14,97";"0,01";"0,00";"0,00";"0,00";"1,89";"5,68";"0,02";"37,94";"76,12";"43,22";"8,50";"7,90";"0,00";"0,00";"0,00";"1,38";"0,00";"0,00";"0,00";"0,00";"5,68";"0,02";"41,81";"0,690";"0,01";"0,000";"0,000";"0,000";"2,63";"76,39";"7,90";"0,00";"0,00";"0,00"
"73,49";"ROBERTO : KETCHUP SIAMAR 400g";"15080";"UN 1";"2,000";"7,49";"14,98";"0,01";"0,00";"0,00";"0,00";"2,56";"5,12";"0,01";"34,18";"64,43";"39,19";"9,11";"8,48";"0,00";"0,00";"0,00";"1,39";"0,00";"0,00";"0,00";"0,00";"5,12";"0,01";"37,66";"0,874";"0,01";"0,000";"0,000";"0,000";"4,24";"224,65";"8,48";"0,00";"0,00";"0,00"
"73,49";"ROBERTO : KIMILHO YOKI 500g TRADICIONAL";"1772";"UN 1";"1,000";"5,99";"5,99";"0,00";"0,00";"0,00";"0,00";"1,23";"1,23";"0,00";"20,53";"43,30";"30,22";"4,18";"3,68";"0,00";"0,00";"0,00";"1,08";"0,00";"0,00";"0,00";"0,00";"1,23";"0,00";"25,05";"0,515";"0,01";"0,500";"0,001";"5.990,000";"3,73";"279,87";"3,73";"0,00";"0,00";"0,00"
"73,52";"ROBERTO : KIT MAT CEREAL NESTLÉ SNOW 230g + NESCAU 210g";"10443";"UN 1";"2,000";"19,99";"39,98";"0,03";"0,00";"0,00";"0,00";"2,90";"5,79";"0,02";"14,48";"53,42";"34,82";"26,06";"23,96";"0,00";"0,00";"0,00";"10,23";"0,00";"0,00";"0,00";"0,00";"5,79";"0,02";"19,46";"1,056";"0,01";"0,880";"0,008";"4.997,500";"12,31";"0,00";"24,63";"0,00";"0,00";"0,00"
"73,61";"ROBERTO : LASANHA DONA BENTA OVOS 200g DIRETO AO FORNO";"8142";"UN 1";"27,000";"4,99";"134,73";"0,09";"0,00";"0,00";"0,00";"1,95";"52,52";"0,14";"38,98";"72,20";"41,93";"78,24";"72,77";"0,00";"0,00";"0,00";"9,45";"0,00";"0,00";"0,00";"0,00";"52,52";"0,14";"41,92";"5,643";"0,07";"5,400";"0,018";"7.485,000";"2,72";"144,07";"73,40";"0,00";"0,00";"0,00"
"73,67";"ROBERTO : LASANHA GALO SÊMOLA 500g DIRETO AO FORNO";"9527";"UN 1";"10,000";"8,99";"89,90";"0,06";"0,00";"0,00";"0,00";"3,48";"34,84";"0,09";"38,75";"70,49";"41,35";"52,73";"48,76";"0,00";"0,00";"0,00";"6,30";"0,00";"0,00";"0,00";"0,00";"34,84";"0,09";"41,67";"5,240";"0,07";"5,000";"0,018";"4.994,444";"5,27";"0,00";"52,73";"0,00";"0,00";"0,00"
"73,69";"ROBERTO : LASANHA RENATA C/OVOS 200g DIRETO AO FORNO";"9521";"UN 1";"6,000";"4,29";"25,74";"0,02";"0,00";"0,00";"0,00";"1,34";"8,04";"0,02";"31,24";"50,53";"33,57";"17,10";"15,90";"0,00";"0,00";"0,00";"1,80";"0,00";"0,00";"0,00";"0,00";"8,04";"0,02";"33,58";"1,260";"0,02";"1,200";"0,003";"8.580,000";"2,65";"2,65";"15,90";"0,00";"0,00";"0,00"
"73,71";"ROBERTO : LASANHA RENATA C/OVOS 500g DIRETO AO FORNO";"9469";"UN 1";"3,000";"8,99";"26,97";"0,02";"0,00";"0,00";"0,00";"2,79";"8,37";"0,02";"31,03";"50,08";"33,37";"17,97";"16,71";"0,00";"0,00";"0,00";"1,89";"0,00";"0,00";"0,00";"0,00";"8,37";"0,02";"33,37";"1,659";"0,02";"1,500";"0,005";"5.394,000";"5,64";"174,74";"16,91";"0,00";"0,00";"0,00"
"73,72";"ROBERTO : LEITE COCO DO VALE 200ml LIGHT";"15771";"UN 1";"1,000";"7,99";"7,99";"0,01";"0,00";"0,00";"0,00";"2,51";"2,51";"0,01";"31,41";"111,38";"52,69";"3,78";"3,43";"0,00";"0,00";"0,00";"2,05";"0,00";"0,00";"0,00";"0,00";"2,51";"0,01";"42,23";"0,323";"0,00";"0,200";"0,000";"0,000";"3,53";"56,46";"3,53";"0,00";"0,00";"0,00"
"73,74";"ROBERTO : LEITE COCO DO VALE 500ml LIGHT";"15819";"UN 1";"2,000";"17,99";"35,98";"0,02";"0,00";"0,00";"0,00";"4,06";"8,11";"0,02";"22,54";"92,82";"48,14";"18,66";"18,66";"0,00";"0,00";"0,00";"9,21";"0,00";"0,00";"0,00";"0,00";"8,11";"0,02";"30,29";"1,450";"0,02";"1,000";"0,002";"17.990,000";"9,33";"65,30";"18,66";"0,00";"0,00";"0,00"
"73,77";"ROBERTO : LEITE COCO MAIS COCO 200ml";"4023";"UN 1";"7,000";"6,96";"48,73";"0,03";"0,00";"0,00";"0,00";"1,83";"12,81";"0,03";"26,29";"88,66";"46,99";"25,83";"23,44";"0,00";"0,00";"0,00";"12,48";"0,00";"0,00";"0,00";"0,00";"12,81";"0,03";"35,33";"2,317";"0,03";"1,470";"0,003";"16.243,333";"3,01";"373,39";"21,08";"0,00";"0,00";"0,00"
"73,78";"ROBERTO : LEITE COCO SOCOCO 200ml";"4009";"UN 1";"1,000";"8,99";"8,99";"0,01";"0,00";"0,00";"0,00";"2,18";"2,18";"0,01";"24,25";"80,89";"44,72";"4,97";"4,51";"0,00";"0,00";"0,00";"2,30";"0,00";"0,00";"0,00";"0,00";"2,18";"0,01";"32,59";"0,331";"0,00";"0,000";"0,000";"0,000";"4,06";"283,92";"4,06";"0,00";"0,00";"0,00"
"73,80";"ROBERTO : LEITE COND NESTLÉ MOÇA LT 395g";"11075";"UN 1";"2,000";"11,99";"23,98";"0,02";"0,00";"0,00";"0,00";"4,07";"8,13";"0,02";"33,90";"75,94";"43,16";"13,63";"13,63";"0,00";"0,00";"0,00";"2,22";"0,00";"0,00";"0,00";"0,00";"8,13";"0,02";"37,36";"0,884";"0,01";"0,790";"0,001";"23.980,000";"7,25";"2.369,64";"14,49";"0,00";"0,00";"0,00"
"73,83";"ROBERTO : LEITE COND NESTLÉ MOÇA TP395g SEMI DESNATADO";"9524";"UN 1";"5,000";"9,99";"49,95";"0,03";"0,00";"0,00";"0,00";"2,70";"13,51";"0,04";"27,05";"42,92";"30,03";"34,95";"31,82";"0,00";"0,00";"0,00";"4,62";"0,00";"0,00";"0,00";"0,00";"13,51";"0,04";"29,80";"2,040";"0,03";"1,975";"0,002";"24.975,000";"5,17";"2.138,34";"25,83";"0,00";"0,00";"0,00"
"74,48";"ROBERTO : LEITE COND PIRACANJUBA TP 395g SEMI-DESNATADO";"8712";"UN 1";"160,000";"6,02";"963,52";"0,65";"1.182,40";"0,80";"122,72";"0,83";"132,81";"0,36";"13,78";"29,93";"23,03";"741,59";"741,59";"0,00";"0,00";"0,00";"89,13";"0,00";"0,00";"0,00";"0,00";"132,81";"0,36";"15,19";"64,960";"0,84";"63,200";"0,050";"19.270,400";"4,63";"14.806,77";"741,27";"0,00";"0,00";"0,00"
